gene	query	kegg_org_hit	gene_hit	percent_id	e_vlaue
1942	ASF502	dae	ig_domain-containing_protein	27.3	2.1e-05
1943	ASF502	dae	ig_domain-containing_protein	27.9	2.7e-05
1944	ASF502	dae	ig_domain-containing_protein	26.8	4.3e-03
1945	ASF502	dae	ig_domain-containing_protein	26.8	2.8e-02
1946	ASF502	mhs	hypothetical_protein	22.2	4.4e-04
1947	ASF502	cbi	hypothetical_protein	28.5	4.6e-05
1948	ASF502	fpr	predicted_transcriptional_regulators	45.0	3.2e-07
1949	ASF502	bfi	transglutaminase-like_superfamily.	29.7	7.3e-04
1950	ASF502	cqu	mushroom_body_defect_protein	20.2	1.7e-09
1951	ASF502	cbo	hypothetical_protein	29.5	3.5e-13
1952	ASF502	cdf	tail_fiber_protein	27.6	8.1e-04
1953	ASF502	bprs	hypothetical_protein	44.9	6.2e-29
1954	ASF502	bprs	hypothetical_protein	39.3	2.2e-25
1955	ASF502	ele	hypothetical_protein	32.2	1.6e-05
1956	ASF502	afd	site-specific_recombinase_xerd	40.9	2.5e-64
1957	ASF502	aeq	hypothetical_protein	50.3	2.3e-36
1958	ASF502	euc	hypothetical_protein	31.9	1.0e-25
1959	ASF502	hmo	hypothetical_protein	31.7	6.5e-25
1960	ASF502	ere	hypothetical_protein	83.3	1.8e-39
1961	ASF502	ere	dna_polymerase	76.7	2.2e-151
1962	ASF502	cso	crispr-associated_exonuclease|cas4_family	70.4	3.6e-91
1963	ASF502	cso	crispr-associated_protein|csd2_family	79.6	5.8e-137
1964	ASF502	ert	crispr-associated_protein|csd1_family	57.7	2.7e-194
1965	ASF502	cso	crispr-associated_protein|csd5d_family	76.4	1.1e-97
1966	ASF502	ere	putative_helicase	56.3	1.9e-142
1967	ASF502	rum	hd_domain./dead/deah_box_helicase.	54.3	4.0e-23
1968	ASF502	rto	hypothetical_protein	59.0	2.4e-52
1969	ASF502	ele	abc_transporter-like_protein	53.1	9.4e-12
1970	ASF502	bprl	predicted_aaa-atpase.	50.2	5.3e-124
1971	ASF502	cbj	transposase_(5'_fragment)	61.1	1.0e-31
1972	ASF502	xao	regulatory_protein_cii|putative	47.9	9.5e-99
1973	ASF502	ckn	nucleotide_binding_protein_pinc	46.8	5.1e-39
1974	ASF502	stb	hypothetical_protein	33.0	8.1e-27
1975	ASF502	rho	abc_transporter_atp-binding_protein	70.8	7.2e-116
1976	ASF502	rix	transcriptional_regulator|gntr_family	94.8	3.6e-43
1977	ASF502	ova	putative_two-component_histidine_kinase	44.6	1.8e-49
1978	ASF502	clj	membrane_associated_histidine_kinase-like_atpase	34.2	2.3e-53
1979	ASF502	clj	transcriptional_regulator	44.1	1.2e-47
1980	ASF502	pfe	laci_family_transcriptional_regulator	41.5	2.3e-09
1981	ASF502	ere	hypothetical_protein	54.9	2.4e-179
1982	ASF502	nth	peptidase_m56_blar1	27.7	1.3e-08
1983	ASF502	nth	copy_family_transcriptional_repressor	32.1	2.5e-13
1984	ASF502	tbe	radical_sam_domain_protein	64.9	5.2e-103
1985	ASF502	ccb	helix-turn-helix_domain-containing_protein	46.3	3.0e-37
1986	ASF502	cdf	hth-type_transcriptional_regulator	62.5	2.3e-28
1987	ASF502	btm	metn3|methionine_import_atp-binding_protein_metn_2	30.5	6.4e-45
1988	ASF502	sdl	tetr_family_transcriptional_regulator	27.6	6.4e-08
1989	ASF502	rob	na+/melibiose_symporter_and_related_transporters	81.5	2.2e-144
1990	ASF502	rob	na+/melibiose_symporter_and_related_transporters	72.5	4.0e-51
1991	ASF502	rum	lysophospholipase_(ec:3.1.1.5)	43.4	1.1e-51
1992	ASF502	ert	hypothetical_protein	32.8	1.3e-10
1993	ASF502	ere	hypothetical_protein	58.2	1.0e-125
1994	ASF502	cso	protein_of_unknown_function_(duf1703)./predicted_aaa-atpase.	60.8	2.3e-40
1995	ASF502	rum	atp-dependent_exodnase_(exonuclease_v)|alpha_subunit-helicase_superfamily_i_member_(ec:3.1.11.5)	61.6	5.0e-50
1996	ASF502	cct	k+-dependent_na+/ca+_exchanger_related-protein	54.6	4.7e-50
1997	ASF502	cct	k+-dependent_na+/ca+_exchanger_related-protein	37.9	2.9e-15
1998	ASF502	rim	exonuclease|dna_polymerase_iii	60.6	9.7e-76
1999	ASF502	esu	hypothetical_protein	54.6	9.7e-104
2000	ASF502	ssa	two-component_response_transcriptional_regulator	52.5	1.6e-31
2001	ASF502	csh	lyttr_family_two_component_transcriptional_regulator	36.2	5.6e-40
2002	ASF502	rix	predicted_aaa-atpase.	58.4	1.5e-121
2003	ASF502	rix	predicted_aaa-atpase.	52.8	2.4e-39
2004	ASF502	tsu	bifunctional_deaminase-reductase_domain-containing_protein	71.0	2.4e-90
2005	ASF502	ddl	type_i_restriction_system_adenine_methylase_hsdm	63.2	2.0e-73
2006	ASF502	dae	hypothetical_protein	72.7	6.7e-179
2007	ASF502	dae	restriction_modification_system_dna_specificity_domain-containing_protein	51.9	3.8e-102
2008	ASF502	dae	restriction_modification_system_dna_specificity_domain-containing_protein	48.1	4.9e-09
2009	ASF502	dae	restriction_modification_system_dna_specificity_domain-containing_protein	55.8	1.8e-03
2010	ASF502	ddl	hsdr_family_type_i_site-specific_deoxyribonuclease	73.2	2.8e-166
2011	ASF502	csr	arac-type_dna-binding_domain-containing_protein	35.4	6.0e-65
2012	ASF502	rha	integrase/recombinase	37.7	1.1e-69
2013	ASF502	rho	hypothetical_protein	72.9	1.1e-99
2014	ASF502	fsu	hsdr_family_type_i_site-specific_deoxyribonuclease	68.2	8.3e-200
2015	ASF502	pph	transposase_is200-family_protein	70.2	1.6e-53
2016	ASF502	vpr	hsdr_family_type_i_site-specific_deoxyribonuclease	77.5	2.2e-204
2017	ASF502	rho	transposase_is200-like_protein	67.2	5.6e-50
2018	ASF502	afi	restriction_modification_system_dna_specificity_domain-containing_protein	41.8	5.6e-87
2019	ASF502	vpr	n-6_dna_methylase	70.9	3.7e-132
2020	ASF502	vpr	n-6_dna_methylase	85.6	3.3e-137
2021	ASF502	amu	hypothetical_protein	78.2	4.8e-84
2022	ASF502	rob	domain_of_unknown_function_(duf1814).	81.1	2.1e-116
2023	ASF502	ert	hypothetical_protein	71.0	1.2e-75
2024	ASF502	mcy	mcyn0646|fic_family_protein	80.2	1.1e-29
2025	ASF502	mpg	hypothetical_protein	51.8	8.5e-17
2026	ASF502	mpg	hypothetical_protein	45.1	1.3e-19
2027	ASF502	vpr	hsdr_family_type_i_site-specific_deoxyribonuclease	83.3	1.1e-36
2028	ASF502	tsu	atpase_(aaa+_superfamily)-like_protein	63.6	1.4e-152
2029	ASF502	rbr	relaxase/mobilisation_nuclease_domain.	86.6	1.4e-75
2030	ASF502	rbr	relaxase/mobilisation_nuclease_domain.	84.2	4.8e-36
2031	ASF502	rto	bacterial_mobilisation_protein_(mobc).	88.9	3.5e-47
2032	ASF502	shi	hypothetical_protein	32.4	1.6e-24
2033	ASF502	rim	hypothetical_protein	56.9	5.0e-99
2034	ASF502	cdc	hypothetical_protein	23.4	1.0e-06
2035	ASF502	cdc	hypothetical_protein	18.9	1.3e-06
2036	ASF502	cdc	hypothetical_protein	21.6	3.1e-03
2037	ASF502	cpy	ferredoxin_hydrogenase_(ec:1.12.7.2)	56.2	2.3e-30
2038	ASF502	bpb	nudix_hydrolase	70.6	2.1e-73
2039	ASF502	cdf	diguanylate_kinase_signaling_protein_(ec:2.7.7.65)	32.4	1.6e-11
2040	ASF502	csh	lysr_family_transcriptional_regulator	36.7	2.4e-42
2041	ASF502	bpj	transmembrane_protein	59.6	2.6e-23
2042	ASF502	fpa	arac-type_dna-binding_domain-containing_proteins	34.9	3.6e-40
2043	ASF502	bprs	hypothetical_protein	62.7	3.8e-16
2044	ASF502	bprs	hypothetical_protein	73.5	2.7e-29
2045	ASF502	era	site-specific_recombinase_xerd	76.9	5.2e-76
2046	ASF502	ssg	zeta_toxin_family_protein	47.9	7.3e-10
2047	ASF502	cst	atpas	44.2	1.1e-15
2048	ASF502	sbr	addiction_module_antitoxin|relb/dinj_family	64.4	3.5e-23
2049	ASF502	rum	hypothetical_protein	62.4	6.4e-33
2050	ASF502	ert	lysm_domain./uncharacterized_protein_conserved_in_bacteria_(duf2272).	38.5	3.2e-31
2051	ASF502	ert	lysm_domain./uncharacterized_protein_conserved_in_bacteria_(duf2272).	48.5	3.8e-08
2052	ASF502	cls	hypothetical_protein	40.2	1.6e-32
2053	ASF502	amt	rna-directed_dna_polymerase	59.4	3.2e-119
2054	ASF502	amt	hypothetical_protein	46.1	5.6e-18
2055	ASF502	amt	hypothetical_protein	50.0	1.5e-86
2056	ASF502	rum	hypothetical_protein	44.1	3.7e-32
2057	ASF502	med	phage_tail_protein	40.7	1.6e-15
2058	ASF502	aco	baseplate_j_family_protein	40.6	9.2e-74
2059	ASF502	dbr	gpw/gp25_family_protein	33.7	1.8e-05
2060	ASF502	lsp	hypothetical_protein	37.9	1.1e-10
2061	ASF502	drm	phage_late_control_d_family_protein	43.1	5.3e-57
2062	ASF502	ele	phage_tail_tape_measure_protein|tp901_family	37.2	1.5e-85
2063	ASF502	fpr	phage_tail_tube_protein_fii	57.6	7.0e-44
2064	ASF502	aco	hypothetical_protein	41.9	9.5e-105
2065	ASF502	drm	hypothetical_protein	39.6	1.1e-10
2066	ASF502	rum	hypothetical_protein	25.4	1.0e-05
2067	ASF502	bprl	transposase_and_inactivated_derivatives	59.4	8.3e-28
2068	ASF502	ert	transposase_and_inactivated_derivatives	52.7	5.3e-16
2069	ASF502	cbt	peptidase_s14|clpp	40.5	3.0e-66
2070	ASF502	cbt	phage_portal_protein|lambda_family	59.5	1.2e-20
2071	ASF502	cbt	phage_portal_protein|lambda_family	61.2	1.4e-144
2072	ASF502	fpa	bacteriophage_tail_assembly_protein	53.5	2.3e-188
2073	ASF502	fpr	hypothetical_protein	42.5	3.0e-26
2074	ASF502	ppo	m1_2973|coiled-coil_domain-containing_protein_90a	27.0	1.4e-11
2075	ASF502	cbk	parb_protein	35.7	8.9e-34
2076	ASF502	cbk	soj_protein	63.3	2.2e-63
2077	ASF502	ert	vrr-nuc_domain.	54.9	7.9e-31
2078	ASF502	rbr	hypothetical_protein	40.4	5.8e-29
2079	ASF502	bprm	hypothetical_protein	43.2	1.6e-13
2080	ASF502	csb	dna_methylase	42.6	9.9e-41
2081	ASF502	ova	hypothetical_protein	39.7	7.1e-17
2082	ASF502	ccb	dna-cytosine_methyltransferase	58.0	1.8e-67
2083	ASF502	efd	hypothetical_protein	38.4	4.9e-44
2084	ASF502	cbk	transcriptional_regulator	36.7	1.0e-11
2085	ASF502	rim	site-specific_recombinases|dna_invertase_pin_homologs	78.2	2.3e-133
2086	ASF502	bae	hypothetical_protein	26.3	1.3e-04
2087	ASF502	bbp	dna_integration/recombination/inversion_protein	87.2	1.0e-200
2088	ASF502	cso	site-specific_recombinase_xerd	43.6	1.4e-66
2089	ASF502	bprm	putative_transposase.	69.8	8.9e-162
2090	ASF502	fpa	dna-directed_rna_polymerase_specialized_sigma_subunit|sigma24_homolog	43.8	5.1e-09
2091	ASF502	cdl	hypothetical_protein	45.5	6.4e-38
2092	ASF502	elm	abc_superfamily_atp_binding_cassette_transporter_permease_subunit	44.1	8.4e-20
2093	ASF502	rum	abc-type_multidrug_transport_system|atpase_component	87.6	8.1e-150
2094	ASF502	clj	two-component_sensor_histidine_kinase	76.3	7.6e-106
2095	ASF502	cdc	two-component_response_regulator	79.0	1.5e-103
2096	ASF502	pph	transposase_is200-family_protein	70.2	1.6e-53
2097	ASF502	cpy	amidohydrolase	61.1	3.0e-155
2098	ASF502	mas	sulfatase	61.2	6.9e-183
2099	ASF502	dth	sugar_abc_transporter_permease	42.4	5.2e-61
2100	ASF502	ssm	inner-membrane_translocator	38.9	7.5e-40
2101	ASF502	hhl	abc-type_uncharacterized_transport_system|permease_component	42.5	2.4e-12
2102	ASF502	hor	abc_transporter-like_protein	47.1	8.1e-64
2103	ASF502	hor	abc_transporter-like_protein	63.3	4.7e-67
2104	ASF502	hor	abc_transporter-like_protein	26.7	5.8e-17
2105	ASF502	str	basic_membrane_lipoprotein	37.8	7.3e-62
2106	ASF502	das	hypothetical_protein	41.8	5.1e-24
2107	ASF502	rca	oxidoreductase_domain-containing_protein	36.8	1.2e-59
2108	ASF502	cpy	inosine_guanosine_and_xanthosine_phosphorylase_family_protein	68.2	2.3e-106
2109	ASF502	cpy	class_ii_aldolase/adducin_family_protein	65.8	6.0e-69
2110	ASF502	tep	deor_family_transcriptional_regulator	39.1	3.1e-38
2111	ASF502	cbn	s-methyl-5-thioribose-1-phosphate_isomerase	58.7	1.9e-110
2112	ASF502	lba	hypothetical_protein	33.3	8.5e-13
2113	ASF502	cpy	mate_efflux_family_protein	60.0	2.0e-121
2114	ASF502	dru	hypothetical_protein	55.3	1.7e-29
2115	ASF502	dsy	hypothetical_protein	66.5	9.6e-134
2116	ASF502	fpr	predicted_transcription_factor|homolog_of_eukaryotic_mbf1	50.9	1.5e-27
2117	ASF502	cbt	na/pi-cotransporter_family_protein/phou_family_protein	48.7	1.3e-21
2118	ASF502	cac	response_regulator	31.4	5.8e-26
2119	ASF502	dae	signal_transduction_histidine_kinase_regulating_citrate/malate_metabolism	31.9	2.8e-08
2120	ASF502	cac	multidrug_abc_transporter_atpase	52.5	3.6e-63
2121	ASF502	cgo	two_component_transcriptional_regulator|winged_helix_family	49.4	1.4e-59
2122	ASF502	cdf	integrase	31.9	8.3e-43
2123	ASF502	cst	hypothetical_protein	26.2	4.8e-42
2124	ASF502	ipo	hypothetical_protein	26.4	3.9e-04
2125	ASF502	twi	transposase_is111a/is1328/is1533	45.0	1.5e-95
2126	ASF502	ert	hypothetical_protein	56.8	1.5e-15
2127	ASF502	cso	hypothetical_protein	59.7	5.4e-14
2128	ASF502	fpa	dna-directed_rna_polymerase_specialized_sigma_subunit|sigma24_homolog	41.5	9.6e-23
2129	ASF502	ccb	abc_transporter	53.1	2.4e-59
2130	ASF502	cdc	hypothetical_protein	24.0	1.3e-17
2131	ASF502	cbk	two-component_sensor_histidine_kinase	45.3	5.2e-34
2132	ASF502	cpe	two-component_response_regulator	49.2	1.4e-46
2133	ASF502	rho	putative_adenine-specific_dna_methylase	82.1	0.0e+00
2134	ASF502	rho	putative_adenine-specific_dna_methylase	68.2	4.9e-79
2135	ASF502	rho	putative_adenine-specific_dna_methylase	49.7	1.2e-234
2136	ASF502	rho	putative_adenine-specific_dna_methylase	63.8	1.8e-74
2137	ASF502	pseu	hypothetical_protein	50.3	8.3e-45
2138	ASF502	cyc	hypothetical_protein	57.3	3.2e-19
2139	ASF502	coo	dna_topoisomerase_iii|bacteria_and_conjugative_plasmid_(ec:5.99.1.2)	83.7	6.2e-187
2140	ASF502	coo	hypothetical_protein	73.7	5.3e-128
2141	ASF502	coo	hypothetical_protein	75.9	3.0e-25
2142	ASF502	coo	membrane_proteins_related_to_metalloendopeptidases	62.8	1.6e-119
2143	ASF502	rho	hypothetical_protein	83.5	0.0e+00
2144	ASF502	rho	hypothetical_protein	76.9	4.7e-49
2145	ASF502	rob	hypothetical_protein	70.7	3.0e-117
2146	ASF502	rho	conjugal_transfer_protein	83.3	3.5e-102
2147	ASF502	rho	conjugal_transfer_protein	77.7	2.8e-155
2148	ASF502	rho	hypothetical_protein	67.1	2.5e-54
2149	ASF502	rho	hypothetical_protein	66.0	1.4e-45
2150	ASF502	rho	hypothetical_protein	64.5	2.3e-60
2151	ASF502	ert	hypothetical_protein	53.4	4.0e-55
2152	ASF502	rho	replication_initiator_a_domain-containing_protein	70.3	5.2e-143
2153	ASF502	rho	parb-like_partition_protein	74.7	6.9e-122
2154	ASF502	rim	atpases_involved_in_chromosome_partitioning	84.9	2.2e-119
2155	ASF502	rho	hypothetical_protein	83.4	2.8e-74
2156	ASF502	faa	transposase	68.3	8.1e-169
2157	ASF502	rob	hypothetical_protein	60.5	1.2e-20
2158	ASF502	rum	sigma-70|region_4.	67.8	1.5e-48
2159	ASF502	cah	transposase_is111a/is1328/is1533	54.7	2.9e-85
2160	ASF502	dat	hypothetical_protein	56.6	1.3e-50
2161	ASF502	ccl	transposase	63.3	6.4e-70
2162	ASF502	fsu	acyltransferase_3	28.2	1.8e-16
2163	ASF502	sali	formyl_transferase|c-terminal_domain_protein	31.6	3.2e-32
2164	ASF502	fte	hypothetical_protein	33.6	6.5e-20
2165	ASF502	baci	acetyltransferase	64.2	1.1e-55
2166	ASF502	dgi	methionyl-trna_formyltransferase	54.0	1.1e-56
2167	ASF502	cbo	hypothetical_protein	34.2	5.4e-11
2168	ASF502	man	asparagine_synthetase_[glutamine-hydrolyzing]_(ec:6.3.5.4)	45.6	6.6e-154
2169	ASF502	cst	hypothetical_protein	35.3	1.5e-46
2170	ASF502	cah	polysaccharide_biosynthesis_protein	34.1	1.9e-76
2171	ASF502	pph	degt/dnrj/eryc1/strs_aminotransferase	45.9	2.2e-15
2172	ASF502	cyj	oxidoreductase_domain-containing_protein	37.9	2.1e-38
2173	ASF502	ele	nucleotide_sugar_dehydrogenase	65.0	3.9e-132
2174	ASF502	bpb	nucleotide_sugar_dehydrogenase_(ec:1.1.1.-)	65.8	1.5e-21
2175	ASF502	bpb	gfo/idh/moca_family_oxidoreductase	71.5	1.8e-148
2176	ASF502	fma	udp-n-acetylglucosamine_2-epimerase	52.7	1.3e-47
2177	ASF502	fma	udp-n-acetylglucosamine_2-epimerase	65.8	1.2e-56
2178	ASF502	elm	hypothetical_protein	48.4	8.9e-107
2179	ASF502	fcn	hypothetical_protein	45.5	2.1e-90
2180	ASF502	sci	cysteine_synthase	31.2	2.2e-05
2181	ASF502	ded	putative_carbamoyl-phosphate-synthetase	38.5	2.7e-17
2182	ASF502	acan	acetyltransferase|gnat_family_protein	40.3	2.5e-06
2183	ASF502	cst	hypothetical_protein	26.9	7.7e-14
2184	ASF502	ral	sugar_transferase	52.1	5.8e-59
2185	ASF502	bpb	degt/dnrj/eryc1/strs_family_aminotransferase_(ec:2.6.1.-)	56.2	1.3e-73
2186	ASF502	sri	putative_pyridoxal_phosphate-dependent_aminotransferase	57.7	2.1e-50
2187	ASF502	ele	nusg_antitermination_factor	41.1	2.8e-27
2188	ASF502	shi	transcription_antiterminator	37.9	1.4e-23
2189	ASF502	ere	hypothetical_protein	76.9	6.6e-28
2190	ASF502	cls	hypothetical_protein	50.0	2.1e-38
2191	ASF502	cls	hypothetical_protein	48.8	6.0e-33
2192	ASF502	txy	transposase_is4_family_protein	64.5	1.3e-167
2193	ASF502	can	hypothetical_protein	43.2	1.6e-26
2194	ASF502	lin	hypothetical_protein	40.6	1.4e-18
2195	ASF502	bvu	hypothetical_protein	70.6	6.6e-29
2196	ASF502	csh	hypothetical_protein	50.7	1.1e-58
2197	ASF502	csh	hypothetical_protein	74.4	1.2e-29
2198	ASF502	csh	hypothetical_protein	60.4	2.7e-30
2199	ASF502	ere	hypothetical_protein	56.2	1.9e-156
2200	ASF502	csr	hypothetical_protein	70.5	7.3e-71
2201	ASF502	cct	hypothetical_protein	58.5	1.2e-73
2202	ASF502	tde	hypothetical_protein	48.6	7.2e-67
2203	ASF502	rim	hypothetical_protein	35.0	2.8e-55
2204	ASF502	cdf	rna_polymerase_sigma_factor_tn916-like,ctn1-orf4	31.1	1.9e-08
2205	ASF502	bprs	l-lactate_dehydrogenase_(ec:1.1.1.27)	81.4	2.5e-132
2206	ASF502	coo	uncharacterized_conserved_protein|contains_double-stranded_beta-helix_domain	71.0	8.5e-33
2207	ASF502	csh	hemerythrin_hhe_cation_binding_domain-containing_protein	55.6	2.2e-54
2208	ASF502	csb	hypothetical_protein	49.5	1.3e-55
2209	ASF502	tped	hypothetical_protein	67.0	1.1e-85
2210	ASF502	fpa	camp-binding_proteins-catabolite_gene_activator_and_regulatory_subunit_of_camp-dependent_protein_kinases	62.4	1.9e-74
2211	ASF502	pdn	pyridoxal_kinase_family_protein	57.2	3.6e-85
2212	ASF502	eel	transposase	50.1	5.6e-113
2213	ASF502	rho	hypothetical_protein	50.0	3.8e-58
2214	ASF502	ert	transposase_and_inactivated_derivatives	42.0	4.2e-39
2215	ASF502	sanc	group_ii_intron_reverse_transcriptase_maturase	59.3	6.3e-69
2216	ASF502	rho	conjugal_transfer_protein	69.2	5.0e-97
2217	ASF502	rho	hypothetical_protein	68.4	7.9e-56
2218	ASF502	rho	hypothetical_protein	70.9	6.2e-73
2219	ASF502	ert	hypothetical_protein	57.3	3.4e-33
2220	ASF502	rho	replication_initiator_a_domain-containing_protein	70.3	2.3e-143
2221	ASF502	rho	parb-like_partition_protein	77.1	9.4e-89
2222	ASF502	rim	atpases_involved_in_chromosome_partitioning	84.9	1.8e-118
2223	ASF502	rho	hypothetical_protein	86.6	1.2e-77
2224	ASF502	faa	transposase	66.8	5.4e-165
2225	ASF502	rob	hypothetical_protein	65.4	5.6e-21
2226	ASF502	rob	sigma-70|region_4.	66.2	3.0e-49
2227	ASF502	rum	helix-turn-helix.	64.9	1.4e-33
2228	ASF502	rim	nucleotidyltransferase_domain.	64.8	1.0e-25
2229	ASF502	rho	two-component_response_regulator	55.3	8.3e-36
2230	ASF502	eel	arsenate_reductase	73.4	3.3e-48
2231	ASF502	cls	hypothetical_protein	81.7	9.9e-157
2232	ASF502	sri	hypothetical_protein	54.7	6.6e-35
2233	ASF502	dsy	hypothetical_protein	65.2	3.2e-52
2234	ASF502	ded	thioredoxin	49.7	2.0e-45
2235	ASF502	ssg	hypothetical_protein	80.8	1.7e-153
2236	ASF502	rix	relaxase/mobilisation_nuclease_domain.	72.0	1.3e-94
2237	ASF502	coo	nucleotidyltransferase_domain.	76.5	1.1e-124
2238	ASF502	coo	nucleotidyltransferase_domain.	59.6	5.0e-81
2239	ASF502	rho	dna_repair_protein	69.5	7.3e-105
2240	ASF502	csh	hypothetical_protein	27.6	2.0e-14
2241	ASF502	rob	dna_methylase	62.1	1.4e-182
2242	ASF502	fpr	site-specific_recombinases|dna_invertase_pin_homologs	34.1	4.5e-52
2243	ASF502	rho	trag_family_protein	93.3	9.9e-94
2244	ASF502	str	hypothetical_protein	54.5	9.0e-36
2245	ASF502	rim	sigma-70|region_4.	70.3	7.7e-53
2246	ASF502	cso	bacterial_mobilisation_protein_(mobc)./ribbon-helix-helix_protein|copg_family.	87.9	4.1e-58
2247	ASF502	ere	hypothetical_protein	77.6	4.8e-246
2248	ASF502	cso	hypothetical_protein	70.2	2.0e-26
2249	ASF502	fpa	phage_dna_replication_protein_(predicted_replicative_helicase_loader)	89.0	1.2e-56
2250	ASF502	ere	hypothetical_protein	99.4	1.5e-195
2251	ASF502	fpr	hypothetical_protein	97.7	2.7e-73
2252	ASF502	fpr	hypothetical_protein	98.7	4.7e-85
2253	ASF502	cso	hypothetical_protein	45.2	1.5e-45
2254	ASF502	fpr	hypothetical_protein	97.5	3.2e-65
2255	ASF502	fpr	site-specific_recombinases|dna_invertase_pin_homologs	97.1	0.0e+00
2256	ASF502	fpr	plasmid_mobilization_system_relaxase	88.5	5.5e-293
2257	ASF502	afd	site-specific_recombinase_xerd	36.1	2.5e-50
2258	ASF502	blj	hsds3|restriction_endonuclease_s_subunit	34.3	5.2e-50
2259	ASF502	blj	hsds3|restriction_endonuclease_s_subunit	37.8	1.2e-30
2260	ASF502	msa	restriction_endonuclease_s_subunit	42.2	4.2e-30
2261	ASF502	cls	hypothetical_protein	59.1	1.8e-44
2262	ASF502	fae	hsds|type_i_restriction_enzyme	39.6	4.1e-72
2263	ASF502	fae	hsds|type_i_restriction_enzyme	44.7	8.2e-36
2264	ASF502	cbl	hsdm|type_i_restriction-modification_system	61.4	2.3e-130
2265	ASF502	cbl	type_i_site-specific_deoxyribonuclease_hsdr_family_subfamily	60.1	7.2e-294
2266	ASF502	cso	site-specific_recombinases|dna_invertase_pin_homologs	92.3	4.9e-255
2267	ASF502	cso	hypothetical_protein	74.8	4.6e-67
2268	ASF502	cso	dna_methylase	77.9	3.4e-59
2269	ASF502	suo	hypothetical_protein	89.4	9.6e-57
2270	ASF502	spj	tetracycline_resistance_protein_tetm	98.5	1.8e-66
2271	ASF502	euc	small_gtp-binding_protein_domain	85.6	3.7e-253
2272	ASF502	eel	transposase	50.1	5.6e-113
2273	ASF502	sui	hypothetical_protein	78.7	1.4e-48
2274	ASF502	spj	rna_polymerase_ecf-type_sigma_factor	83.4	7.8e-72
2275	ASF502	spj	hypothetical_protein	86.1	2.1e-162
2276	ASF502	ssk	hypothetical_protein	90.3	9.1e-168
2277	ASF502	spj	chromosome_partitioning_protein_parb	94.0	3.9e-146
2278	ASF502	coo	site-specific_recombinases|dna_invertase_pin_homologs	91.7	5.9e-212
2279	ASF502	cso	dna_methylase	97.4	3.0e-13
2280	ASF502	ccb	n-acetyltransferase_gcn5	53.7	2.2e-40
2281	ASF502	rho	hypothetical_protein	80.0	4.9e-30
2282	ASF502	fpa	abc-type_antimicrobial_peptide_transport_system|atpase_component	97.3	1.0e-115
2283	ASF502	rob	abc-type_transport_system|involved_in_lipoprotein_release	94.6	0.0e+00
2284	ASF502	cct	protein_of_unknown_function_(duf2992).	68.8	1.6e-49
2285	ASF502	clj	hypothetical_protein	56.3	6.9e-39
2286	ASF502	ere	acetyltransferase|gnat_family	61.5	4.1e-52
2287	ASF502	elm	hypothetical_protein	45.9	4.6e-58
2288	ASF502	fpr	transcriptional_regulator	50.7	3.3e-52
2289	ASF502	mac	cat|chloramphenicol_o-acetyltransferase	56.6	4.6e-72
2290	ASF502	str	hypothetical_protein	61.6	2.0e-53
2291	ASF502	dor	superfamily_ii_helicase	53.9	1.0e-266
2292	ASF502	dor	hypothetical_protein	60.6	1.5e-68
2293	ASF502	seu	parb-like_nuclease_protein	38.6	2.1e-30
2294	ASF502	bprs	predicted_transcriptional_regulators	61.6	2.0e-25
2295	ASF502	amt	cobyrinic_acid_a,c-diamide_synthase	61.5	8.3e-87
2296	ASF502	cdf	transcriptional_regulator	44.6	3.4e-36
2297	ASF502	rix	helix-turn-helix.	57.9	3.2e-30
2298	ASF502	spj	antigen-like_protein	72.3	1.6e-126
2299	ASF502	euc	chap_domain.	31.4	1.1e-30
2300	ASF502	gth	integrase_catalytic_subunit	45.1	4.1e-08
2301	ASF502	tjr	hypothetical_protein	32.9	1.2e-04
2302	ASF502	bprs	trap_transporter|dctm_subunit	79.5	9.6e-115
2303	ASF502	sgp	trap-type_c4-dicarboxylate_transport_system|periplasmic_component	60.9	2.9e-106
2304	ASF502	bprs	threonine_dehydrogenase_and_related_zn-dependent_dehydrogenases	59.5	2.5e-115
2305	ASF502	ect	putative_short-chain_dehydrogenase/reductase_sdr_(ec:1.1.1.100)	58.2	3.8e-79
2306	ASF502	slq	hypothetical_protein	69.0	1.2e-161
2307	ASF502	slq	hypothetical_protein	51.9	4.0e-22
2308	ASF502	caa	dimethylmenaquinone_methyltransferase	62.8	4.7e-75
2309	ASF502	bprs	transcriptional_regulator|gntr_family	39.8	1.9e-36
2310	ASF502	rto	aspartate-semialdehyde_dehydrogenase_(non-peptidoglycan_organisms)_(ec:1.2.1.11)	89.8	4.0e-111
2311	ASF502	mic	hypothetical_protein	39.1	1.8e-12
2312	ASF502	sri	putative_atp_binding_protein	32.2	1.6e-58
2313	ASF502	bprl	protein_of_unknown_function_(duf1703)./predicted_aaa-atpase.	66.8	5.3e-117
2314	ASF502	eel	site-specific_dna_recombinase	32.0	1.5e-73
2315	ASF502	ova	putative_flagellar_hook-associated_protein	31.0	1.4e-37
2316	ASF502	csh	flagellin_and_related_hook-associated_protein-like_protein	47.2	7.5e-83
2317	ASF502	ova	hypothetical_protein	56.0	8.9e-23
2318	ASF502	rum	5-dehydro-2-deoxygluconokinase_(ec:2.7.1.92)	88.1	7.9e-110
